experiment_id,run_id,config_id,scope,cache_state,metric,unit,observations,failures,mean,median,standard_deviation,p95
paper_pilot_cuda_final_v3,run_02,raw_score_fusion,video_preprocessing,warm,audio_extraction_ms,milliseconds,9,0,549.912222,488.371179,177.824596,1043.466874
paper_pilot_cuda_final_v3,run_02,raw_score_fusion,video_preprocessing,warm,asr_ms,milliseconds,9,0,2470.152094,2319.468586,669.545706,3783.319351
paper_pilot_cuda_final_v3,run_02,raw_score_fusion,video_preprocessing,warm,frame_extraction_ms,milliseconds,9,0,2.004855,1.963639,0.147769,2.229804
paper_pilot_cuda_final_v3,run_02,raw_score_fusion,video_preprocessing,warm,text_embedding_ms,milliseconds,9,0,523.642445,526.999926,43.052406,603.187333
paper_pilot_cuda_final_v3,run_02,raw_score_fusion,video_preprocessing,warm,image_embedding_ms,milliseconds,9,0,4225.269272,2291.155121,3128.666143,9695.526618
paper_pilot_cuda_final_v3,run_02,raw_score_fusion,video_preprocessing,warm,indexing_ms,milliseconds,9,0,3.427173,2.230970,2.151553,8.427970
paper_pilot_cuda_final_v3,run_02,raw_score_fusion,video_preprocessing,warm,total_pipeline_ms,milliseconds,9,0,7898.246709,5688.824186,3537.771299,15260.328450
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,query,not_applicable,query_embedding_ms,milliseconds,45,0,9.650919,8.783022,4.889297,14.344668
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,query,not_applicable,retrieval_ms,milliseconds,45,0,0.230222,0.201088,0.058269,0.371067
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,query,not_applicable,generation_ms,milliseconds,45,0,6511.930448,5655.591002,2685.810619,11860.286820
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,query,not_applicable,total_pipeline_ms,milliseconds,45,0,6522.822299,5665.642951,2685.892169,11869.534693
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,video_preprocessing,warm,ingestion_ms,milliseconds,9,0,23.024710,13.768269,18.834302,61.874892
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,video_preprocessing,warm,audio_extraction_ms,milliseconds,9,0,571.374322,535.144842,146.350973,894.380723
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,video_preprocessing,warm,asr_ms,milliseconds,9,0,2253.861099,2234.774567,376.961191,3003.939772
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,video_preprocessing,warm,frame_extraction_ms,milliseconds,9,0,2.004316,1.960355,0.150803,2.262134
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,video_preprocessing,warm,text_embedding_ms,milliseconds,9,0,487.352474,494.179768,45.826192,544.432602
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,video_preprocessing,warm,image_embedding_ms,milliseconds,9,0,4356.118462,2343.913527,3302.808093,10461.140990
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,video_preprocessing,warm,indexing_ms,milliseconds,9,0,2.198025,2.157985,0.159768,2.460749
paper_pilot_cuda_final_v3,run_02,rrf_relevance_order,video_preprocessing,warm,total_pipeline_ms,milliseconds,9,0,7749.463933,5570.064594,3471.830404,14597.281514
paper_pilot_cuda_final_v3,run_02,text_only,query,not_applicable,query_embedding_ms,milliseconds,45,0,9.264290,8.995346,2.833379,13.619168
paper_pilot_cuda_final_v3,run_02,text_only,query,not_applicable,retrieval_ms,milliseconds,45,0,0.190237,0.113934,0.409160,0.277804
paper_pilot_cuda_final_v3,run_02,text_only,query,not_applicable,generation_ms,milliseconds,45,0,1953.854561,1505.406961,1382.349860,5645.329190
paper_pilot_cuda_final_v3,run_02,text_only,query,not_applicable,total_pipeline_ms,milliseconds,45,0,1964.139891,1518.807694,1382.632527,5659.815334
paper_pilot_cuda_final_v3,run_02,text_only,video_preprocessing,not_applicable,ingestion_ms,milliseconds,9,0,17.136811,11.843843,14.428906,53.681168
paper_pilot_cuda_final_v3,run_02,text_only,video_preprocessing,not_applicable,audio_extraction_ms,milliseconds,9,0,572.393098,559.716416,101.213002,740.016313
paper_pilot_cuda_final_v3,run_02,text_only,video_preprocessing,not_applicable,asr_ms,milliseconds,9,0,2373.405392,2178.742117,587.276523,3814.405991
paper_pilot_cuda_final_v3,run_02,text_only,video_preprocessing,not_applicable,frame_extraction_ms,milliseconds,9,0,0.000000,0.000000,0.000000,0.000000
paper_pilot_cuda_final_v3,run_02,text_only,video_preprocessing,not_applicable,text_embedding_ms,milliseconds,9,0,422.073972,421.131290,41.174326,485.663052
paper_pilot_cuda_final_v3,run_02,text_only,video_preprocessing,not_applicable,image_embedding_ms,milliseconds,9,0,0.000000,0.000000,0.000000,0.000000
paper_pilot_cuda_final_v3,run_02,text_only,video_preprocessing,not_applicable,indexing_ms,milliseconds,9,0,2.040456,1.369277,1.129545,4.056398
paper_pilot_cuda_final_v3,run_02,text_only,video_preprocessing,not_applicable,total_pipeline_ms,milliseconds,9,0,3433.403846,3369.325915,577.617084,4702.459015
paper_pilot_cuda_final_v3,run_02,whisper_medium,query,not_applicable,query_embedding_ms,milliseconds,45,0,9.056121,8.676873,4.250522,12.944682
paper_pilot_cuda_final_v3,run_02,whisper_medium,query,not_applicable,retrieval_ms,milliseconds,45,0,0.218235,0.197815,0.040368,0.306509
paper_pilot_cuda_final_v3,run_02,whisper_medium,query,not_applicable,generation_ms,milliseconds,45,0,7654.234363,7581.079874,2862.283037,12746.040140
paper_pilot_cuda_final_v3,run_02,whisper_medium,query,not_applicable,total_pipeline_ms,milliseconds,45,0,7664.444571,7588.257319,2863.418010,12756.105169
paper_pilot_cuda_final_v3,run_02,whisper_medium,video_preprocessing,warm,ingestion_ms,milliseconds,9,0,11.258138,9.577460,3.654098,17.617529
paper_pilot_cuda_final_v3,run_02,whisper_medium,video_preprocessing,warm,audio_extraction_ms,milliseconds,9,0,452.752487,437.494979,57.462503,556.746111
paper_pilot_cuda_final_v3,run_02,whisper_medium,video_preprocessing,warm,asr_ms,milliseconds,9,0,10929.728043,10705.436846,1422.453668,14123.564848
paper_pilot_cuda_final_v3,run_02,whisper_medium,video_preprocessing,warm,frame_extraction_ms,milliseconds,9,0,2.038102,1.954766,0.152883,2.307251
paper_pilot_cuda_final_v3,run_02,whisper_medium,video_preprocessing,warm,text_embedding_ms,milliseconds,9,0,470.240400,474.023293,37.822435,546.623156
paper_pilot_cuda_final_v3,run_02,whisper_medium,video_preprocessing,warm,image_embedding_ms,milliseconds,9,0,4239.228981,2227.719883,3190.812869,9690.634482
paper_pilot_cuda_final_v3,run_02,whisper_medium,video_preprocessing,warm,indexing_ms,milliseconds,9,0,2.073144,2.005045,0.208622,2.459295
paper_pilot_cuda_final_v3,run_02,whisper_medium,video_preprocessing,warm,total_pipeline_ms,milliseconds,9,0,16393.321129,14819.537100,3306.070409,21590.314055
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,query,not_applicable,query_embedding_ms,milliseconds,45,0,9.351679,8.772251,2.370566,14.024462
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,query,not_applicable,retrieval_ms,milliseconds,45,0,0.241121,0.202690,0.063146,0.375482
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,query,not_applicable,generation_ms,milliseconds,45,0,7050.195342,6183.570125,3644.588679,13707.794602
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,query,not_applicable,total_pipeline_ms,milliseconds,45,0,7060.909171,6190.981219,3644.519253,13723.320089
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,video_preprocessing,warm,ingestion_ms,milliseconds,9,0,25.984648,14.517337,17.633115,54.359955
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,video_preprocessing,warm,audio_extraction_ms,milliseconds,9,0,575.901234,545.879418,117.678501,858.830459
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,video_preprocessing,warm,asr_ms,milliseconds,9,0,2431.225296,2294.722088,616.692062,3819.578268
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,video_preprocessing,warm,frame_extraction_ms,milliseconds,9,0,2.029350,2.010722,0.153262,2.245803
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,video_preprocessing,warm,text_embedding_ms,milliseconds,9,0,516.652785,483.022046,78.933732,712.035832
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,video_preprocessing,warm,image_embedding_ms,milliseconds,9,0,4445.056223,2246.729820,3443.229946,10477.278232
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,video_preprocessing,warm,indexing_ms,milliseconds,9,0,2.991382,2.164945,1.449970,6.430208
paper_pilot_cuda_final_v3,run_03,full_rrf_chrono,video_preprocessing,warm,total_pipeline_ms,milliseconds,9,0,8103.621612,5822.234778,3479.696122,14454.503661
paper_pilot_cuda_final_v3,run_03,image_only,query,not_applicable,query_embedding_ms,milliseconds,45,0,17.094781,9.515784,23.593210,68.559517
paper_pilot_cuda_final_v3,run_03,image_only,query,not_applicable,retrieval_ms,milliseconds,45,0,0.479734,0.119610,1.407445,3.679363
paper_pilot_cuda_final_v3,run_03,image_only,query,not_applicable,generation_ms,milliseconds,45,0,8760.282218,7545.415044,3833.950537,15681.409780
paper_pilot_cuda_final_v3,run_03,image_only,query,not_applicable,total_pipeline_ms,milliseconds,45,0,8779.029223,7559.720150,3830.053847,15690.231758
paper_pilot_cuda_final_v3,run_03,image_only,video_preprocessing,warm,ingestion_ms,milliseconds,9,0,39.214928,31.753923,25.507997,83.378890
paper_pilot_cuda_final_v3,run_03,image_only,video_preprocessing,warm,audio_extraction_ms,milliseconds,9,0,0.000000,0.000000,0.000000,0.000000
paper_pilot_cuda_final_v3,run_03,image_only,video_preprocessing,warm,asr_ms,milliseconds,9,0,0.000000,0.000000,0.000000,0.000000
paper_pilot_cuda_final_v3,run_03,image_only,video_preprocessing,warm,frame_extraction_ms,milliseconds,9,0,5.548199,6.317835,1.922137,8.551766
paper_pilot_cuda_final_v3,run_03,image_only,video_preprocessing,warm,text_embedding_ms,milliseconds,9,0,0.000000,0.000000,0.000000,0.000000
paper_pilot_cuda_final_v3,run_03,image_only,video_preprocessing,warm,image_embedding_ms,milliseconds,9,0,4415.410078,2357.815955,3351.301060,10370.962572
paper_pilot_cuda_final_v3,run_03,image_only,video_preprocessing,warm,indexing_ms,milliseconds,9,0,1.990576,1.175098,1.447681,5.204987
paper_pilot_cuda_final_v3,run_03,image_only,video_preprocessing,warm,total_pipeline_ms,milliseconds,9,0,4576.438370,2491.898042,3370.891929,10492.962298
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,query,not_applicable,query_embedding_ms,milliseconds,45,0,14.856070,8.920798,22.467006,52.966036
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,query,not_applicable,retrieval_ms,milliseconds,45,0,0.562450,0.199492,1.159595,2.880031
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,query,not_applicable,generation_ms,milliseconds,45,0,6801.019963,5839.364605,2880.685626,10644.869775
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,query,not_applicable,total_pipeline_ms,milliseconds,45,0,6817.576739,5848.794802,2880.663360,10655.185261
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,video_preprocessing,warm,ingestion_ms,milliseconds,9,0,27.732830,14.747772,27.559842,100.440701
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,video_preprocessing,warm,audio_extraction_ms,milliseconds,9,0,552.996217,497.922496,170.387149,1017.161883
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,video_preprocessing,warm,asr_ms,milliseconds,9,0,2308.680465,2326.440823,481.499781,3512.618354
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,video_preprocessing,warm,frame_extraction_ms,milliseconds,9,0,2.099449,2.036375,0.176646,2.483446
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,video_preprocessing,warm,text_embedding_ms,milliseconds,9,0,501.096838,497.560783,50.578160,627.435903
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,video_preprocessing,warm,image_embedding_ms,milliseconds,9,0,4383.990551,2310.192799,3322.702002,10159.993304
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,video_preprocessing,warm,indexing_ms,milliseconds,9,0,3.088248,2.193292,1.550553,6.047910
paper_pilot_cuda_final_v3,run_03,raw_score_fusion,video_preprocessing,warm,total_pipeline_ms,milliseconds,9,0,7877.935572,5665.107375,3490.850565,14605.017686
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,query,not_applicable,query_embedding_ms,milliseconds,45,0,9.218975,9.050131,2.283893,13.096931
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,query,not_applicable,retrieval_ms,milliseconds,45,0,0.234714,0.199222,0.113942,0.311786
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,query,not_applicable,generation_ms,milliseconds,45,0,6571.386816,5690.108985,2719.026774,11840.795743
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,query,not_applicable,total_pipeline_ms,milliseconds,45,0,6581.878132,5703.350224,2719.187807,11849.760843
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,video_preprocessing,warm,ingestion_ms,milliseconds,9,0,19.474795,12.488845,13.709352,55.110510
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,video_preprocessing,warm,audio_extraction_ms,milliseconds,9,0,644.981179,627.644308,117.362136,808.452450
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,video_preprocessing,warm,asr_ms,milliseconds,9,0,2349.255225,2281.738820,514.055821,3503.193916
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,video_preprocessing,warm,frame_extraction_ms,milliseconds,9,0,2.045655,2.021186,0.159255,2.294658
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,video_preprocessing,warm,text_embedding_ms,milliseconds,9,0,500.026876,502.050949,40.101238,564.279379
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,video_preprocessing,warm,image_embedding_ms,milliseconds,9,0,4421.529177,2313.955315,3344.893502,10409.175427
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,video_preprocessing,warm,indexing_ms,milliseconds,9,0,2.146558,2.083982,0.210574,2.567304
paper_pilot_cuda_final_v3,run_03,rrf_relevance_order,video_preprocessing,warm,total_pipeline_ms,milliseconds,9,0,7989.327640,5564.009731,3490.409091,14773.085687
paper_pilot_cuda_final_v3,run_03,text_only,query,not_applicable,query_embedding_ms,milliseconds,45,0,8.901106,8.601305,2.797768,13.565181
paper_pilot_cuda_final_v3,run_03,text_only,query,not_applicable,retrieval_ms,milliseconds,45,0,0.275238,0.117011,0.522779,1.511703
paper_pilot_cuda_final_v3,run_03,text_only,query,not_applicable,generation_ms,milliseconds,45,0,1902.303007,1523.651395,1164.359334,4139.535275
paper_pilot_cuda_final_v3,run_03,text_only,query,not_applicable,total_pipeline_ms,milliseconds,45,0,1912.201725,1532.987536,1164.533526,4145.594241
paper_pilot_cuda_final_v3,run_03,text_only,video_preprocessing,not_applicable,ingestion_ms,milliseconds,9,0,13.812140,12.162607,5.701362,28.812193
paper_pilot_cuda_final_v3,run_03,text_only,video_preprocessing,not_applicable,audio_extraction_ms,milliseconds,9,0,508.984707,504.493261,59.455889,613.115756
paper_pilot_cuda_final_v3,run_03,text_only,video_preprocessing,not_applicable,asr_ms,milliseconds,9,0,2255.024718,2130.112884,460.082541,3328.244388
paper_pilot_cuda_final_v3,run_03,text_only,video_preprocessing,not_applicable,frame_extraction_ms,milliseconds,9,0,0.000000,0.000000,0.000000,0.000000
paper_pilot_cuda_final_v3,run_03,text_only,video_preprocessing,not_applicable,text_embedding_ms,milliseconds,9,0,415.750767,413.720848,37.723039,483.779004
paper_pilot_cuda_final_v3,run_03,text_only,video_preprocessing,not_applicable,image_embedding_ms,milliseconds,9,0,0.000000,0.000000,0.000000,0.000000
paper_pilot_cuda_final_v3,run_03,text_only,video_preprocessing,not_applicable,indexing_ms,milliseconds,9,0,1.026925,1.006952,0.107018,1.233709
paper_pilot_cuda_final_v3,run_03,text_only,video_preprocessing,not_applicable,total_pipeline_ms,milliseconds,9,0,3236.666269,3176.600996,495.653718,4290.793523
paper_pilot_cuda_final_v3,run_03,whisper_medium,query,not_applicable,query_embedding_ms,milliseconds,45,0,8.878780,8.723380,2.029655,13.125183
paper_pilot_cuda_final_v3,run_03,whisper_medium,query,not_applicable,retrieval_ms,milliseconds,45,0,0.222154,0.198132,0.053854,0.330995
paper_pilot_cuda_final_v3,run_03,whisper_medium,query,not_applicable,generation_ms,milliseconds,45,0,7698.980283,7990.966940,2878.972702,12775.625373
paper_pilot_cuda_final_v3,run_03,whisper_medium,query,not_applicable,total_pipeline_ms,milliseconds,45,0,7709.048884,8001.084382,2878.626744,12785.520651
paper_pilot_cuda_final_v3,run_03,whisper_medium,video_preprocessing,warm,ingestion_ms,milliseconds,9,0,23.569045,20.565567,12.044183,54.850993
paper_pilot_cuda_final_v3,run_03,whisper_medium,video_preprocessing,warm,audio_extraction_ms,milliseconds,9,0,534.094734,511.031330,109.449232,755.690991
paper_pilot_cuda_final_v3,run_03,whisper_medium,video_preprocessing,warm,asr_ms,milliseconds,9,0,10911.339313,10648.685589,1429.695814,14058.042576
paper_pilot_cuda_final_v3,run_03,whisper_medium,video_preprocessing,warm,frame_extraction_ms,milliseconds,9,0,2.071193,1.943246,0.234962,2.617380
paper_pilot_cuda_final_v3,run_03,whisper_medium,video_preprocessing,warm,text_embedding_ms,milliseconds,9,0,483.915753,485.090094,47.628686,570.899648
paper_pilot_cuda_final_v3,run_03,whisper_medium,video_preprocessing,warm,image_embedding_ms,milliseconds,9,0,4422.605173,2376.571568,3278.845501,10180.530071
paper_pilot_cuda_final_v3,run_03,whisper_medium,video_preprocessing,warm,indexing_ms,milliseconds,9,0,2.245204,2.158565,0.298319,2.892923
paper_pilot_cuda_final_v3,run_03,whisper_medium,video_preprocessing,warm,total_pipeline_ms,milliseconds,9,0,16673.692503,15030.038701,3487.218428,22377.262275
