experiment_id,run_id,config_id,query_id,video_id,scope,ingestion_ms,audio_extraction_ms,asr_ms,frame_extraction_ms,text_embedding_ms,image_embedding_ms,indexing_ms,query_embedding_ms,retrieval_ms,generation_ms,total_pipeline_ms,cache_state,success,error
paper_pilot_cuda_final_v3,run_01,whisper_medium,,vid_002,video_preprocessing,34.425924,1225.899515,14978.061983,3.364428,787.974844,2366.887278,3.535826,,,,19891.327342,warm,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q006,vid_002,query,,,,,,,,10.586297,0.541164,8680.320601,8693.042953,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q007,vid_002,query,,,,,,,,48.784842,0.470768,3207.370350,3258.544471,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q008,vid_002,query,,,,,,,,13.447699,0.391723,9530.104593,9545.759314,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q009,vid_002,query,,,,,,,,12.557996,0.349539,4186.038159,4201.203745,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q010,vid_002,query,,,,,,,,13.078706,0.357050,6864.057689,6879.343979,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,,vid_003,video_preprocessing,38.632137,1166.055358,12694.695330,3.289577,777.492666,13247.525552,4.684259,,,,28416.966547,warm,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q011,vid_003,query,,,,,,,,16.334214,0.881871,7074.910548,7095.857588,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q012,vid_003,query,,,,,,,,18.323852,0.397782,7906.016470,7927.379922,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q013,vid_003,query,,,,,,,,24.891069,0.465196,5887.032433,5914.716670,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q014,vid_003,query,,,,,,,,21.241492,0.552060,10848.496175,10873.202815,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q015,vid_003,query,,,,,,,,10.271733,0.297017,8925.640355,8938.660933,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,,vid_004,video_preprocessing,17.902003,1195.915025,13873.794534,3.323971,737.549804,3192.665645,3.167212,,,,19487.236517,warm,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q016,vid_004,query,,,,,,,,9.242317,0.425688,10482.807028,10494.768786,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q017,vid_004,query,,,,,,,,9.837720,0.298795,4870.437271,4882.268475,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q018,vid_004,query,,,,,,,,14.453117,0.323898,7256.901383,7273.580700,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q019,vid_004,query,,,,,,,,13.095566,0.314166,5834.136132,5849.276023,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q020,vid_004,query,,,,,,,,10.621670,0.328601,10394.931205,10407.961904,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,,vid_005,video_preprocessing,23.088171,1075.350838,15283.762379,5.251773,938.077965,13611.676476,3.347699,,,,31533.116173,warm,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q021,vid_005,query,,,,,,,,10.157267,0.513464,8493.585176,8505.931611,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q022,vid_005,query,,,,,,,,11.305389,0.370551,4177.055823,4190.514604,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q023,vid_005,query,,,,,,,,10.634056,0.317134,8563.398410,8576.090199,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q024,vid_005,query,,,,,,,,10.955817,0.329071,7365.712676,7379.163169,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q025,vid_005,query,,,,,,,,10.440838,0.326640,11325.928060,11338.611767,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,,vid_006,video_preprocessing,18.701501,993.854974,13626.271773,3.229952,774.900605,3303.571335,3.086135,,,,19185.872866,warm,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q026,vid_006,query,,,,,,,,11.946746,0.499465,8725.634191,8739.765389,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q027,vid_006,query,,,,,,,,11.610789,0.347455,4112.622340,4126.252879,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q028,vid_006,query,,,,,,,,10.313456,0.304923,9629.198899,9642.133548,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q029,vid_006,query,,,,,,,,14.328047,0.390331,4487.172612,4503.759251,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q030,vid_006,query,,,,,,,,10.340744,0.325985,3353.697766,3365.911305,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,,vid_007,video_preprocessing,20.099595,1263.085225,12472.685730,3.043367,660.423037,3181.589033,2.969040,,,,18079.072516,warm,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q031,vid_007,query,,,,,,,,9.676934,0.489381,6517.367701,6528.977812,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q032,vid_007,query,,,,,,,,10.869753,0.311522,10076.140322,10089.003080,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q033,vid_007,query,,,,,,,,10.689888,0.299847,4577.857270,4590.382932,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q034,vid_007,query,,,,,,,,10.770276,0.336247,7632.460618,7645.224447,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q035,vid_007,query,,,,,,,,10.920270,0.307080,5911.126155,5923.923553,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,,vid_008,video_preprocessing,22.028726,1182.123187,12401.590788,2.880847,690.491748,3069.572190,2.617919,,,,17811.358816,warm,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q036,vid_008,query,,,,,,,,9.150116,0.405512,9489.057338,9500.102117,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q037,vid_008,query,,,,,,,,10.904191,0.304729,7084.531432,7097.572060,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q038,vid_008,query,,,,,,,,13.365079,0.348955,3729.401180,3744.828275,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q039,vid_008,query,,,,,,,,12.107944,0.295997,12190.317268,12204.339772,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q040,vid_008,query,,,,,,,,10.259479,0.324741,4688.089685,4700.293334,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,,vid_009,video_preprocessing,34.763851,1325.156761,13699.211613,3.421743,836.419392,14828.652473,3.096079,,,,31161.377670,warm,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q041,vid_009,query,,,,,,,,9.844520,0.417724,7034.602366,7046.372343,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q042,vid_009,query,,,,,,,,11.118634,0.384323,4710.859867,4724.036464,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q043,vid_009,query,,,,,,,,9.913209,0.317115,5916.885045,5928.703306,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q044,vid_009,query,,,,,,,,13.126485,0.336857,9677.934574,9693.114574,not_applicable,true,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q045,vid_009,query,,,,,,,,10.143986,0.334175,5757.224139,5769.240862,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,,vid_001,video_preprocessing,16.434228,1281.247027,5162.322569,4.173715,889.874884,2518.802637,3.223193,,,,9992.226409,warm,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q001,vid_001,query,,,,,,,,8.970626,0.407565,5175.451311,5186.476122,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q002,vid_001,query,,,,,,,,13.888162,0.425226,4365.359572,4381.728396,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q003,vid_001,query,,,,,,,,14.589115,0.326982,4773.941107,4790.678391,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q004,vid_001,query,,,,,,,,12.128174,0.321369,5242.682583,5256.931272,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q005,vid_001,query,,,,,,,,23.345457,0.653145,4153.743640,4179.828143,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,,vid_002,video_preprocessing,22.425046,1154.157320,4051.184244,5.604993,806.251396,2542.760726,3.431627,,,,8769.381823,warm,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q006,vid_002,query,,,,,,,,9.712385,0.541250,5334.114689,5345.917522,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q007,vid_002,query,,,,,,,,10.401052,0.305029,3264.845967,3277.419127,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q008,vid_002,query,,,,,,,,19.773166,1.687487,9056.294517,9080.989083,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q009,vid_002,query,,,,,,,,18.562415,1.453580,4222.792230,4246.646885,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q010,vid_002,query,,,,,,,,13.318499,0.338479,5114.637797,5130.049476,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,,vid_003,video_preprocessing,28.725623,1027.255995,3175.854147,3.330173,923.513728,15507.771723,5.069091,,,,20939.748859,warm,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q011,vid_003,query,,,,,,,,10.306716,0.473619,4289.065052,4301.739022,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q012,vid_003,query,,,,,,,,15.312867,0.857063,7366.717773,7384.760107,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q013,vid_003,query,,,,,,,,14.816046,0.469131,6413.430137,6430.974447,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q014,vid_003,query,,,,,,,,15.227627,0.333787,10426.199704,10446.520028,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q015,vid_003,query,,,,,,,,15.998844,0.532938,7901.412746,7919.998931,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,,vid_004,video_preprocessing,28.502477,1026.661853,3557.341195,3.400173,824.733001,3534.836605,4.748948,,,,9072.907307,warm,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q016,vid_004,query,,,,,,,,10.207592,1.958960,5848.481237,5862.480504,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q017,vid_004,query,,,,,,,,13.453114,0.368072,6364.074581,6380.211864,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q018,vid_004,query,,,,,,,,19.022976,0.461593,8570.743866,8592.865291,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q019,vid_004,query,,,,,,,,11.924389,0.343048,6009.685453,6023.839777,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q020,vid_004,query,,,,,,,,13.356215,0.487874,8038.631845,8054.848939,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,,vid_005,video_preprocessing,108.033176,1008.530632,4680.826586,3.916931,1193.909572,14471.743966,5.040746,,,,21602.744204,warm,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q021,vid_005,query,,,,,,,,10.346911,0.593004,6957.145145,6969.958269,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q022,vid_005,query,,,,,,,,12.432985,0.335279,4651.267628,4669.075674,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q023,vid_005,query,,,,,,,,183.623257,8.211016,9158.186694,9353.277594,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q024,vid_005,query,,,,,,,,24.916128,0.812918,5487.594461,5515.228888,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q025,vid_005,query,,,,,,,,12.280395,0.344027,13481.956186,13496.266958,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,,vid_006,video_preprocessing,40.757233,439.829625,2056.515669,1.956039,551.066173,2372.537619,5.547710,,,,5661.395822,warm,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q026,vid_006,query,,,,,,,,6.373457,0.263394,8472.879799,8480.406856,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q027,vid_006,query,,,,,,,,10.740158,0.196740,4185.912779,4197.809043,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q028,vid_006,query,,,,,,,,9.553687,0.185237,15793.986431,15804.916107,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q029,vid_006,query,,,,,,,,13.488955,0.200579,4869.915967,4884.627810,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q030,vid_006,query,,,,,,,,7.774928,0.636820,3111.189937,3120.367420,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,,vid_007,video_preprocessing,16.646832,633.200059,3467.277232,1.975040,482.716312,2286.130559,2.700387,,,,6942.334137,warm,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q031,vid_007,query,,,,,,,,9.681126,0.584968,6378.917283,6390.382652,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q032,vid_007,query,,,,,,,,10.932781,0.181158,6271.822044,6283.786752,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q033,vid_007,query,,,,,,,,9.845950,0.198623,4782.166877,4793.043965,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q034,vid_007,query,,,,,,,,8.452845,0.193904,8957.421967,8966.991803,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q035,vid_007,query,,,,,,,,9.358482,0.219017,14439.197991,14449.707173,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,,vid_008,video_preprocessing,13.329933,567.016332,1758.052919,1.844729,474.894568,2211.959767,2.037361,,,,5072.817051,warm,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q036,vid_008,query,,,,,,,,7.285721,0.274603,5051.750834,5060.196441,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q037,vid_008,query,,,,,,,,10.740448,0.194006,3680.378647,3692.147493,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q038,vid_008,query,,,,,,,,8.474999,0.186679,10972.509344,10982.120937,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q039,vid_008,query,,,,,,,,7.808035,0.690834,19547.139798,19556.617616,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q040,vid_008,query,,,,,,,,16.154382,0.192711,4778.002538,4795.213561,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,,vid_009,video_preprocessing,58.531559,879.317404,2278.425793,2.169957,694.107077,10452.703259,3.491185,,,,14424.231777,warm,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q041,vid_009,query,,,,,,,,5.934990,0.357279,4261.152066,4268.294739,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q042,vid_009,query,,,,,,,,7.147972,0.194278,5195.742990,5203.973026,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q043,vid_009,query,,,,,,,,7.954024,0.208805,5745.235841,5754.275975,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q044,vid_009,query,,,,,,,,9.855062,0.183666,7013.581531,7024.519272,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q045,vid_009,query,,,,,,,,7.747319,0.189872,5425.660434,5434.438412,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,,vid_001,video_preprocessing,8.647124,740.016313,2274.800813,0.000000,485.663052,0.000000,1.369277,,,,3547.395745,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q001,vid_001,query,,,,,,,,4.898771,0.205127,748.788747,754.490429,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q002,vid_001,query,,,,,,,,7.347253,0.114619,2137.084247,2145.204107,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q003,vid_001,query,,,,,,,,9.775486,0.120631,1091.476057,1102.146851,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q004,vid_001,query,,,,,,,,12.028305,0.108311,1781.204684,1794.008902,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q005,vid_001,query,,,,,,,,12.396910,0.284919,1505.406961,1518.807694,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,,vid_002,video_preprocessing,11.843843,503.324036,2339.770349,0.000000,477.730992,0.000000,2.766323,,,,3379.870710,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q006,vid_002,query,,,,,,,,5.117709,0.125359,2439.884882,2445.835921,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q007,vid_002,query,,,,,,,,10.730130,0.112285,818.811720,830.275529,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q008,vid_002,query,,,,,,,,8.330668,2.891262,1244.991057,1256.853770,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q009,vid_002,query,,,,,,,,8.343753,0.112759,1510.709620,1519.897021,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q010,vid_002,query,,,,,,,,9.996920,0.125875,1817.612829,1828.479541,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,,vid_003,video_preprocessing,11.874495,559.716416,1752.213578,0.000000,397.988175,0.000000,1.009586,,,,2770.429834,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q011,vid_003,query,,,,,,,,5.306741,0.131294,1211.094276,1217.237524,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q012,vid_003,query,,,,,,,,13.262828,0.169275,1251.494177,1265.942767,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q013,vid_003,query,,,,,,,,8.745712,0.100437,1305.215108,1314.725810,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q014,vid_003,query,,,,,,,,9.430799,0.277804,2777.661970,2788.121758,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q015,vid_003,query,,,,,,,,10.722755,0.214252,2150.204312,2162.140245,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,,vid_004,video_preprocessing,14.551864,416.701870,2065.280947,0.000000,421.131290,0.000000,2.174869,,,,2977.511188,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q016,vid_004,query,,,,,,,,5.080448,0.113094,1061.883414,1067.713978,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q017,vid_004,query,,,,,,,,9.277104,0.104691,773.638961,783.615489,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q018,vid_004,query,,,,,,,,11.469070,0.107525,6343.424202,6355.820284,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q019,vid_004,query,,,,,,,,8.334600,0.105389,986.914316,995.987101,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q020,vid_004,query,,,,,,,,13.850791,0.113835,1156.486034,1173.216544,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,,vid_005,video_preprocessing,29.527418,701.168865,2178.742117,0.000000,411.651960,0.000000,4.056398,,,,3369.325915,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q021,vid_005,query,,,,,,,,4.937246,0.112666,1851.533774,1857.245384,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q022,vid_005,query,,,,,,,,12.454768,0.123531,3099.439478,3112.784356,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q023,vid_005,query,,,,,,,,8.866834,0.110639,2686.578544,2696.340947,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q024,vid_005,query,,,,,,,,9.985461,0.118417,1500.210804,1510.981165,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q025,vid_005,query,,,,,,,,7.747336,0.110936,1707.739174,1716.259951,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,,vid_006,video_preprocessing,7.041988,579.894603,1935.222889,0.000000,421.438537,0.000000,0.985820,,,,2995.874880,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q026,vid_006,query,,,,,,,,5.021880,0.120888,1674.115658,1679.977124,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q027,vid_006,query,,,,,,,,12.953489,0.135923,915.909246,929.701151,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q028,vid_006,query,,,,,,,,13.336217,0.104951,2834.663980,2848.800968,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q029,vid_006,query,,,,,,,,9.423230,0.102206,2301.953110,2312.155948,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q030,vid_006,query,,,,,,,,8.597189,0.108380,704.269330,713.619371,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,,vid_007,video_preprocessing,8.173029,466.584983,3814.405991,0.000000,369.346249,0.000000,1.353844,,,,4702.459015,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q031,vid_007,query,,,,,,,,5.113582,0.117375,7464.497060,7470.414472,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q032,vid_007,query,,,,,,,,8.757895,0.108997,2262.069060,2271.594543,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q033,vid_007,query,,,,,,,,7.895945,0.123962,1212.714570,1221.406661,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q034,vid_007,query,,,,,,,,8.041949,0.110908,1363.824948,1372.687549,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q035,vid_007,query,,,,,,,,13.306633,0.146184,926.565158,940.919419,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,,vid_008,video_preprocessing,8.890368,535.854701,2130.049951,0.000000,361.122994,0.000000,3.668654,,,,3083.316566,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q036,vid_008,query,,,,,,,,5.063582,0.118720,1226.982057,1232.868921,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q037,vid_008,query,,,,,,,,13.878880,0.146977,2671.575315,2686.600853,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q038,vid_008,query,,,,,,,,11.698699,0.109423,2249.746231,2262.342992,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q039,vid_008,query,,,,,,,,13.619168,0.118893,5645.329190,5659.815334,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q040,vid_008,query,,,,,,,,8.995346,0.108750,2635.363089,2645.169599,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,,vid_009,video_preprocessing,53.681168,648.276091,2870.161889,0.000000,452.592501,0.000000,0.979334,,,,4074.450764,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q041,vid_009,query,,,,,,,,5.165666,0.111603,1281.011255,1289.725628,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q042,vid_009,query,,,,,,,,6.855383,0.108510,857.662185,865.423107,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q043,vid_009,query,,,,,,,,8.092355,0.113934,1120.784734,1129.724913,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q044,vid_009,query,,,,,,,,13.165671,0.120670,2200.190610,2214.230747,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,text_only,q045,vid_009,query,,,,,,,,9.471877,0.108475,1414.739101,1424.982726,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,,vid_001,video_preprocessing,8.087157,0.000000,0.000000,5.627986,0.000000,1660.159512,1.237731,,,,1717.019545,warm,true,
paper_pilot_cuda_final_v3,run_02,image_only,q001,vid_001,query,,,,,,,,5.968132,0.154136,6307.043568,6313.835825,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q002,vid_001,query,,,,,,,,8.914549,0.122054,6484.436411,6494.159235,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q003,vid_001,query,,,,,,,,9.416932,0.112735,6193.414538,6203.664644,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q004,vid_001,query,,,,,,,,32.816769,0.158487,10532.611977,10566.791818,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q005,vid_001,query,,,,,,,,15.738395,0.157600,4734.850555,4751.836177,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,,vid_002,video_preprocessing,14.614440,0.000000,0.000000,2.161911,0.000000,1687.905439,1.235680,,,,1840.761464,warm,true,
paper_pilot_cuda_final_v3,run_02,image_only,q006,vid_002,query,,,,,,,,5.462490,0.160424,5713.963650,5720.274810,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q007,vid_002,query,,,,,,,,7.901466,0.116274,4120.204785,4128.918326,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q008,vid_002,query,,,,,,,,13.604181,0.110259,10020.607115,10034.944413,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q009,vid_002,query,,,,,,,,9.193052,0.127939,4918.974674,4929.052222,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q010,vid_002,query,,,,,,,,9.385345,0.122543,8982.482727,8992.733220,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,,vid_003,video_preprocessing,55.224274,0.000000,0.000000,4.963527,0.000000,8731.117310,1.018236,,,,8875.538466,warm,true,
paper_pilot_cuda_final_v3,run_02,image_only,q011,vid_003,query,,,,,,,,6.478952,3.037275,7296.970367,7307.217477,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q012,vid_003,query,,,,,,,,8.686175,0.182955,4696.577982,4706.278766,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q013,vid_003,query,,,,,,,,8.465074,0.103132,15689.435480,15698.789983,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q014,vid_003,query,,,,,,,,13.743261,0.111919,6148.881963,6163.435355,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q015,vid_003,query,,,,,,,,7.767897,0.106083,15725.399151,15734.085555,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,,vid_004,video_preprocessing,15.108967,0.000000,0.000000,5.814245,0.000000,2304.890629,1.129925,,,,2375.279119,warm,true,
paper_pilot_cuda_final_v3,run_02,image_only,q016,vid_004,query,,,,,,,,5.575186,0.130559,4507.161462,4513.575224,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q017,vid_004,query,,,,,,,,9.231462,0.153262,12237.318275,12247.535488,not_applicable,true,
paper_pilot_cuda_final_v3,run_02,image_only,q018,vid_004,query,,,,,,,,8.859277,0.115142,11000.274352,11010.103295,not_applicable,true,
