experiment_id,run_id,config_id,query_id,video_id,domain,question_type,recall_at_1,recall_at_5,recall_at_10,mrr,retrieval_success,generation_success,bleu1,token_f1,bertscore_f1,error
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q022,vid_005,tutorial,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.178082,0.288889,0.888406,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q023,vid_005,tutorial,multimodal,1.000000,1.000000,1.000000,1.000000,true,true,0.043307,0.081784,0.831362,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q024,vid_005,tutorial,visual_dependent,0.000000,1.000000,1.000000,0.333333,true,true,0.106061,0.183007,0.855071,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q025,vid_005,tutorial,transcript_dependent,0.000000,0.000000,1.000000,0.166667,true,true,0.036517,0.068602,0.813056,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q026,vid_006,tutorial,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.069930,0.125786,0.865529,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q027,vid_006,tutorial,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.156863,0.246154,0.887487,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q028,vid_006,tutorial,multimodal,0.000000,0.000000,1.000000,0.100000,true,true,0.065306,0.118959,0.845149,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q029,vid_006,tutorial,visual_dependent,0.000000,1.000000,1.000000,0.250000,true,true,0.022472,0.041237,0.831696,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q030,vid_006,tutorial,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.642857,0.720000,0.940102,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q031,vid_007,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.075758,0.140845,0.868677,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q032,vid_007,visually_dynamic,multimodal,1.000000,1.000000,1.000000,1.000000,true,true,0.103448,0.157895,0.860524,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q033,vid_007,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.123711,0.214286,0.889063,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q034,vid_007,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.056250,0.102857,0.844255,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q035,vid_007,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.087719,0.140845,0.843873,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q036,vid_008,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.147727,0.250000,0.895083,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q037,vid_008,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.166667,0.267717,0.877656,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q038,vid_008,visually_dynamic,multimodal,0.000000,0.000000,1.000000,0.142857,true,true,0.064865,0.115385,0.832562,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q039,vid_008,visually_dynamic,transcript_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.083969,0.144737,0.860736,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q040,vid_008,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.310345,0.444444,0.899289,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q041,vid_009,visually_dynamic,transcript_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.583333,0.711864,0.955275,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q042,vid_009,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.018868,0.032258,0.854629,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q043,vid_009,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.230769,0.375000,0.861797,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q044,vid_009,visually_dynamic,multimodal,1.000000,1.000000,1.000000,1.000000,true,true,0.090909,0.159664,0.838751,
paper_pilot_cuda_final_v3,run_01,raw_score_fusion,q045,vid_009,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.127820,0.215190,0.853193,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q001,vid_001,lecture,transcript_dependent,0.000000,0.000000,0.000000,0.000000,true,true,0.095238,0.171429,0.889659,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q002,vid_001,lecture,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.048649,0.091371,0.849618,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q003,vid_001,lecture,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.160000,0.235294,0.873410,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q004,vid_001,lecture,multimodal,0.000000,0.000000,0.000000,0.000000,true,true,0.056410,0.102804,0.839899,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q005,vid_001,lecture,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.102564,0.168421,0.832450,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q006,vid_002,lecture,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.161290,0.270270,0.884749,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q007,vid_002,lecture,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.450000,0.461538,0.894031,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q008,vid_002,lecture,visual_dependent,0.000000,0.000000,0.000000,0.000000,true,true,0.068966,0.095238,0.866440,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q009,vid_002,lecture,transcript_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.106796,0.189655,0.873948,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q010,vid_002,lecture,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.204819,0.320755,0.859810,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q011,vid_003,lecture,visual_dependent,0.000000,0.000000,0.000000,0.000000,true,true,0.022727,0.037736,0.848813,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q012,vid_003,lecture,transcript_dependent,0.000000,0.000000,1.000000,0.111111,true,true,0.075556,0.137097,0.847903,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q013,vid_003,lecture,multimodal,0.000000,1.000000,1.000000,0.250000,true,true,0.122222,0.200000,0.851565,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q014,vid_003,lecture,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.121795,0.213483,0.862435,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q015,vid_003,lecture,transcript_dependent,0.000000,1.000000,1.000000,0.333333,true,true,0.073034,0.131313,0.847659,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q016,vid_004,tutorial,visual_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.059524,0.102041,0.836371,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q017,vid_004,tutorial,transcript_dependent,0.000000,0.000000,1.000000,0.125000,true,true,0.082192,0.144578,0.845845,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q018,vid_004,tutorial,multimodal,0.000000,0.000000,1.000000,0.142857,true,true,0.033846,0.065089,0.842218,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q019,vid_004,tutorial,visual_dependent,0.000000,0.000000,0.000000,0.000000,true,true,0.012903,0.024691,0.821022,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q020,vid_004,tutorial,multimodal,0.000000,0.000000,0.000000,0.000000,true,true,0.048000,0.087591,0.848890,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q021,vid_005,tutorial,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.050000,0.092105,0.855152,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q022,vid_005,tutorial,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.366667,0.468085,0.916866,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q023,vid_005,tutorial,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.036630,0.069444,0.820653,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q024,vid_005,tutorial,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.190000,0.314050,0.876757,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q025,vid_005,tutorial,transcript_dependent,0.000000,1.000000,1.000000,0.333333,true,true,0.068826,0.125926,0.832320,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q026,vid_006,tutorial,transcript_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.092437,0.162963,0.874444,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q027,vid_006,tutorial,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.100000,0.148148,0.854296,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q028,vid_006,tutorial,multimodal,0.000000,0.000000,0.000000,0.000000,true,true,0.055970,0.102740,0.833634,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q029,vid_006,tutorial,visual_dependent,0.000000,0.000000,1.000000,0.166667,true,true,0.010453,0.020339,0.814153,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q030,vid_006,tutorial,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.642857,0.720000,0.940102,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q031,vid_007,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.042857,0.080000,0.856300,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q032,vid_007,visually_dynamic,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.054878,0.104046,0.855648,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q033,vid_007,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.260000,0.400000,0.903718,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q034,vid_007,visually_dynamic,transcript_dependent,0.000000,1.000000,1.000000,0.250000,true,true,0.051793,0.097744,0.840883,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q035,vid_007,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.111111,0.194690,0.868132,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q036,vid_008,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.520000,0.634146,0.943720,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q037,vid_008,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.069767,0.088235,0.813056,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q038,vid_008,visually_dynamic,multimodal,0.000000,1.000000,1.000000,0.200000,true,true,0.058252,0.104803,0.839580,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q039,vid_008,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.112245,0.184874,0.871232,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q040,vid_008,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.367347,0.500000,0.910850,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q041,vid_009,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.600000,0.724138,0.959076,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q042,vid_009,visually_dynamic,visual_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.321429,0.486486,0.898771,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q043,vid_009,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.144231,0.252101,0.875726,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q044,vid_009,visually_dynamic,multimodal,1.000000,1.000000,1.000000,1.000000,true,true,0.263158,0.380952,0.869453,
paper_pilot_cuda_final_v3,run_01,rrf_relevance_order,q045,vid_009,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.121019,0.208791,0.857079,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q001,vid_001,lecture,transcript_dependent,0.000000,1.000000,1.000000,0.250000,true,true,0.106383,0.185185,0.887334,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q002,vid_001,lecture,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.134328,0.227848,0.876252,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q003,vid_001,lecture,visual_dependent,0.000000,1.000000,1.000000,0.333333,true,true,0.063380,0.112500,0.833405,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q004,vid_001,lecture,multimodal,0.000000,0.000000,1.000000,0.166667,true,true,0.052419,0.097378,0.833692,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q005,vid_001,lecture,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.069182,0.125000,0.831404,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q006,vid_002,lecture,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.097744,0.172185,0.874381,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q007,vid_002,lecture,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.400000,0.410256,0.890192,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q008,vid_002,lecture,visual_dependent,0.000000,0.000000,1.000000,0.111111,true,true,0.069767,0.121212,0.847328,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q009,vid_002,lecture,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.196429,0.318841,0.890322,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q010,vid_002,lecture,multimodal,0.000000,1.000000,1.000000,0.333333,true,true,0.090909,0.159574,0.838012,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q011,vid_003,lecture,visual_dependent,0.000000,0.000000,0.000000,0.000000,true,true,0.016949,0.029412,0.840802,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q012,vid_003,lecture,transcript_dependent,0.000000,1.000000,1.000000,0.200000,true,true,0.090426,0.161137,0.863570,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q013,vid_003,lecture,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.103093,0.170940,0.849106,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q014,vid_003,lecture,visual_dependent,0.000000,1.000000,1.000000,0.333333,true,true,0.057034,0.105263,0.834911,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q015,vid_003,lecture,transcript_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.072816,0.132743,0.853723,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q016,vid_004,tutorial,visual_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.055000,0.102804,0.840238,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q017,vid_004,tutorial,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.086207,0.147059,0.847704,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q018,vid_004,tutorial,multimodal,0.000000,0.000000,1.000000,0.166667,true,true,0.055866,0.104167,0.858904,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q019,vid_004,tutorial,visual_dependent,0.000000,0.000000,1.000000,0.111111,true,true,0.017391,0.032787,0.827457,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q020,vid_004,tutorial,multimodal,0.000000,0.000000,0.000000,0.000000,true,true,0.023179,0.044586,0.816791,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q021,vid_005,tutorial,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.066667,0.119658,0.861024,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q022,vid_005,tutorial,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.346154,0.418605,0.908070,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q023,vid_005,tutorial,multimodal,0.000000,1.000000,1.000000,0.333333,true,true,0.041667,0.077922,0.836612,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q024,vid_005,tutorial,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.115152,0.204301,0.860634,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q025,vid_005,tutorial,transcript_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.053156,0.098765,0.822848,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q026,vid_006,tutorial,transcript_dependent,0.000000,1.000000,1.000000,0.333333,true,true,0.071429,0.126761,0.867847,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q027,vid_006,tutorial,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.145833,0.225806,0.890618,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q028,vid_006,tutorial,multimodal,0.000000,0.000000,0.000000,0.000000,true,true,0.061433,0.113565,0.837375,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q029,vid_006,tutorial,visual_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.013889,0.025000,0.833173,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q030,vid_006,tutorial,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.642857,0.720000,0.940102,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q031,vid_007,visually_dynamic,transcript_dependent,0.000000,1.000000,1.000000,0.333333,true,true,0.055556,0.101695,0.858084,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q032,vid_007,visually_dynamic,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.036885,0.071146,0.831331,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q033,vid_007,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.157143,0.258824,0.877034,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q034,vid_007,visually_dynamic,transcript_dependent,0.000000,1.000000,1.000000,0.200000,true,true,0.050000,0.093023,0.848891,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q035,vid_007,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.074627,0.135135,0.852706,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q036,vid_008,visually_dynamic,transcript_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.080537,0.145455,0.863329,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q037,vid_008,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.116022,0.203883,0.859834,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q038,vid_008,visually_dynamic,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.195122,0.250000,0.827838,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q039,vid_008,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.064935,0.114286,0.848714,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q040,vid_008,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.227848,0.352941,0.894479,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q041,vid_009,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.454545,0.535714,0.921928,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q042,vid_009,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.043478,0.072727,0.854132,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q043,vid_009,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.189873,0.319149,0.897968,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q044,vid_009,visually_dynamic,multimodal,0.000000,0.000000,1.000000,0.125000,true,true,0.071146,0.127660,0.832999,
paper_pilot_cuda_final_v3,run_01,whisper_medium,q045,vid_009,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.229730,0.343434,0.873688,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q001,vid_001,lecture,transcript_dependent,0.000000,0.000000,0.000000,0.000000,true,true,0.061404,0.115702,0.868478,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q002,vid_001,lecture,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.103896,0.179775,0.868246,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q003,vid_001,lecture,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.129412,0.213592,0.860751,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q004,vid_001,lecture,multimodal,0.000000,0.000000,0.000000,0.000000,true,true,0.117117,0.200000,0.854345,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q005,vid_001,lecture,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.109375,0.172840,0.835754,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q006,vid_002,lecture,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.110169,0.191176,0.865586,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q007,vid_002,lecture,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.400000,0.410256,0.890192,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q008,vid_002,lecture,visual_dependent,0.000000,0.000000,0.000000,0.000000,true,true,0.119048,0.181818,0.859199,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q009,vid_002,lecture,transcript_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.174603,0.289474,0.886886,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q010,vid_002,lecture,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.134615,0.220472,0.868544,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q011,vid_003,lecture,visual_dependent,0.000000,0.000000,0.000000,0.000000,true,true,0.000000,0.000000,0.853558,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q012,vid_003,lecture,transcript_dependent,0.000000,0.000000,1.000000,0.111111,true,true,0.096552,0.166667,0.856043,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q013,vid_003,lecture,multimodal,0.000000,1.000000,1.000000,0.250000,true,true,0.075000,0.128571,0.849137,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q014,vid_003,lecture,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.096070,0.175299,0.854353,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q015,vid_003,lecture,transcript_dependent,0.000000,1.000000,1.000000,0.333333,true,true,0.081081,0.146341,0.849699,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q016,vid_004,tutorial,visual_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.119658,0.213740,0.868158,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q017,vid_004,tutorial,transcript_dependent,0.000000,0.000000,1.000000,0.125000,true,true,0.047619,0.088235,0.835638,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q018,vid_004,tutorial,multimodal,0.000000,0.000000,1.000000,0.142857,true,true,0.036290,0.068966,0.845442,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q019,vid_004,tutorial,visual_dependent,0.000000,0.000000,0.000000,0.000000,true,true,0.029126,0.054545,0.823408,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q020,vid_004,tutorial,multimodal,0.000000,0.000000,0.000000,0.000000,true,true,0.023923,0.045249,0.827990,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q021,vid_005,tutorial,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.051471,0.094595,0.857445,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q022,vid_005,tutorial,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.170732,0.241379,0.867225,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q023,vid_005,tutorial,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.042553,0.080000,0.833155,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q024,vid_005,tutorial,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.204819,0.326923,0.886768,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q025,vid_005,tutorial,transcript_dependent,0.000000,1.000000,1.000000,0.333333,true,true,0.063898,0.119048,0.824118,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q026,vid_006,tutorial,transcript_dependent,0.000000,1.000000,1.000000,0.500000,true,true,0.063953,0.117021,0.862610,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q027,vid_006,tutorial,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.153846,0.242424,0.886938,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q028,vid_006,tutorial,multimodal,0.000000,0.000000,0.000000,0.000000,true,true,0.045946,0.086294,0.832143,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q029,vid_006,tutorial,visual_dependent,0.000000,0.000000,1.000000,0.166667,true,true,0.012987,0.023529,0.829574,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q030,vid_006,tutorial,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.642857,0.720000,0.940102,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q031,vid_007,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.050000,0.095238,0.859512,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q032,vid_007,visually_dynamic,multimodal,0.000000,1.000000,1.000000,0.500000,true,true,0.064516,0.120301,0.845533,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q033,vid_007,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.173913,0.285714,0.886330,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q034,vid_007,visually_dynamic,transcript_dependent,0.000000,1.000000,1.000000,0.250000,true,true,0.056180,0.103627,0.848670,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q035,vid_007,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.050725,0.092105,0.830123,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q036,vid_008,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.171053,0.282609,0.897127,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q037,vid_008,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.171429,0.200000,0.836244,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q038,vid_008,visually_dynamic,multimodal,0.000000,1.000000,1.000000,0.200000,true,true,0.051724,0.094118,0.836280,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q039,vid_008,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.047170,0.088496,0.831909,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q040,vid_008,visually_dynamic,visual_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.260870,0.391304,0.902642,
paper_pilot_cuda_final_v3,run_02,full_rrf_chrono,q041,vid_009,visually_dynamic,transcript_dependent,1.000000,1.000000,1.000000,1.000000,true,true,0.525000,0.666667,0.950306,
